traj_idx,frame,x,y,alpha,D,state
4.0,155.0,68.63008153397881,132.45438179570382,1.0,0.3,1.0
4.0,156.0,68.22269404610851,132.1140685864605,1.0,0.3,1.0
4.0,157.0,67.8042975097962,132.29655475329912,1.0,0.3,1.0
4.0,158.0,68.75764235693777,131.84525747827016,1.0,0.3,1.0
4.0,159.0,67.96145843237322,130.72169424835448,1.0,0.3,1.0
4.0,160.0,67.00657015542724,130.46287087839795,1.0,0.3,1.0
4.0,161.0,66.46707189777395,129.98644785637043,1.0,0.3,1.0
4.0,162.0,66.77421181129843,128.79834109689332,1.0,0.3,1.0
4.0,163.0,66.61120511640114,129.000846090274,1.0,0.3,1.0
4.0,164.0,65.21269622451095,128.78742601443253,1.0,0.3,1.0
4.0,165.0,65.41752205244104,129.80237994817267,1.0,0.3,1.0
4.0,166.0,63.73223447943033,130.79163018385248,1.0,0.3,1.0
4.0,167.0,63.72484591311312,130.68110451175764,1.0,0.3,1.0
4.0,168.0,64.44501183251124,131.64806214863606,1.0,0.3,1.0
4.0,169.0,65.22375952876642,131.94764804346278,1.0,0.3,1.0
4.0,170.0,65.2165020740423,131.45997996981922,1.0,0.3,1.0
4.0,171.0,65.6590688753556,130.0561652928987,1.0,0.3,1.0
4.0,172.0,65.1238865025856,130.1628429325431,1.0,0.3,1.0
4.0,173.0,65.10353921204606,129.5456916585597,1.0,0.3,1.0
4.0,174.0,65.80942825152579,129.48305785106012,1.0,0.3,1.0
4.0,175.0,65.374470136791,129.01680535396238,1.0,0.3,1.0
4.0,176.0,63.96318386893583,128.68502611430063,1.0,0.3,1.0
4.0,177.0,64.49974082137751,129.67769057892212,1.0,0.3,1.0
4.0,178.0,64.5480934943479,129.58820440438893,1.0,0.3,1.0
4.0,179.0,64.32566345568026,129.98315935871588,1.0,0.3,1.0
4.0,180.0,63.89381923912743,130.51228964926375,1.0,0.3,1.0
4.0,181.0,63.239493216851535,131.92915666975898,1.0,0.3,1.0
4.0,182.0,62.855889244796636,131.82463193454043,1.0,0.3,1.0
4.0,183.0,61.6981331489557,131.8867699941452,1.0,0.3,1.0
4.0,184.0,61.37767192143696,131.48449282026885,1.0,0.3,1.0
4.0,185.0,60.64383582960249,131.229493369731,1.0,0.3,1.0
4.0,186.0,60.71256347148104,130.3406888228768,1.0,0.3,1.0
4.0,187.0,60.73636463423628,130.60874173324441,1.0,0.3,1.0
4.0,188.0,60.896757121319986,130.45246794070002,1.0,0.3,1.0
4.0,189.0,60.855396966959695,130.64783705019806,1.0,0.3,1.0
4.0,190.0,60.79270239587167,131.2835526250973,1.0,0.3,1.0
4.0,191.0,60.744987414712206,131.509161121207,1.0,0.3,1.0
4.0,192.0,61.64385393253609,131.91933606733218,1.0,0.3,1.0
4.0,193.0,60.972276163183544,131.66021054614313,1.0,0.3,1.0
4.0,194.0,61.69643210829235,130.5948801442138,1.0,0.3,1.0
4.0,195.0,60.84506101872755,130.3686572343349,1.0,0.3,1.0
4.0,196.0,60.836832762942564,130.4410591453692,1.0,0.3,1.0
4.0,197.0,61.51355763037499,132.0506049308176,1.0,0.3,1.0
4.0,198.0,61.36724962395659,132.40651695226245,1.0,0.3,1.0
4.0,199.0,61.68261272029467,132.46768856962305,1.0,0.3,1.0
