traj_idx,frame,x,y,alpha,D,state
8.0,50.0,53.52006461610676,107.0257738716733,1.0,1.0,2.0
8.0,51.0,55.49536955098979,110.01048584521989,1.0,1.0,2.0
8.0,52.0,55.36319950713421,110.03224613496039,0.0,0.0,0.0
8.0,53.0,55.422031688052606,109.6723307931038,0.0,0.0,0.0
8.0,54.0,55.38965607960565,109.92972537183553,0.0,0.0,0.0
8.0,55.0,55.24469406660401,109.94762373781741,0.0,0.0,0.0
8.0,56.0,55.40563160974821,109.97408510528051,0.0,0.0,0.0
8.0,57.0,55.428552879431024,109.74825000889534,0.0,0.0,0.0
8.0,58.0,55.01623292203829,109.9465095312817,0.0,0.0,0.0
8.0,59.0,55.552309310952296,109.8554131289208,0.0,0.0,0.0
8.0,60.0,55.33027662379232,109.93471774279423,0.0,0.0,0.0
8.0,61.0,55.353352335508035,109.83343921717254,0.0,0.0,0.0
8.0,62.0,55.405544823519875,109.64239557441938,0.0,0.0,0.0
8.0,63.0,55.52065092325002,109.95771037527302,0.0,0.0,0.0
8.0,64.0,55.33484282644353,109.85431698061039,0.0,0.0,0.0
8.0,65.0,55.36332945752961,109.89689327036508,0.0,0.0,0.0
8.0,66.0,55.422428606201,109.89536291875044,0.0,0.0,0.0
8.0,67.0,55.34843278680579,109.88245260196972,0.0,0.0,0.0
8.0,68.0,55.247794863721246,109.90995921641709,0.0,0.0,0.0
8.0,69.0,55.3041249094906,109.72330654178553,0.0,0.0,0.0
8.0,70.0,55.30226333314031,109.8770210506521,0.0,0.0,0.0
8.0,71.0,55.3187919729605,109.8528299508007,0.0,0.0,0.0
8.0,72.0,55.523693431583226,109.53738814361641,0.0,0.0,0.0
8.0,73.0,55.26460015262901,109.68578267896261,0.0,0.0,0.0
8.0,74.0,55.34064676817263,109.67653837314958,0.0,0.0,0.0
8.0,75.0,55.52619418676779,109.91720425164274,0.0,0.0,0.0
8.0,76.0,54.8805112945218,109.72521699432605,1.0,1.0,2.0
8.0,77.0,52.45218656916522,107.68113806855902,1.0,1.0,2.0
8.0,78.0,50.62447847546598,109.73693778700557,1.0,1.0,2.0
8.0,79.0,49.8108286875749,108.08553514340129,1.0,1.0,2.0
8.0,80.0,49.993766936511776,108.03212971081908,1.0,1.0,2.0
8.0,81.0,49.50452860487704,106.05021020810305,1.0,1.0,2.0
8.0,82.0,49.459965759349785,103.53357568976243,1.0,1.0,2.0
8.0,83.0,49.74283228534664,103.81901143477236,1.0,1.0,2.0
8.0,84.0,50.890234412407814,104.4981763871088,1.0,1.0,2.0
8.0,85.0,50.064295005154975,105.93932068658557,1.0,1.0,2.0
8.0,86.0,49.58442539963875,104.18513503403278,1.0,1.0,2.0
8.0,87.0,50.18034722138945,102.43809653897146,1.0,1.0,2.0
8.0,88.0,52.291802095956626,102.15523195533069,1.0,1.0,2.0
8.0,89.0,52.66755188312445,102.1213956402893,1.0,1.0,2.0
8.0,90.0,54.33161015724552,102.31512142864118,1.0,1.0,2.0
8.0,91.0,54.446918825755766,104.08248407867309,1.0,1.0,2.0
8.0,92.0,52.521402144156326,102.83599860219988,1.0,1.0,2.0
8.0,93.0,51.21095453571688,102.88104567948785,1.0,1.0,2.0
8.0,94.0,53.036460914318965,103.35123172254784,1.0,1.0,2.0
8.0,95.0,52.73485744512233,101.70582823185111,1.0,1.0,2.0
8.0,96.0,53.648312018182764,101.79838768711305,1.0,1.0,2.0
8.0,97.0,53.42557615196064,101.91192916496999,1.0,1.0,2.0
8.0,98.0,54.294659050110624,100.60708288734484,1.0,1.0,2.0
8.0,99.0,54.21830045122766,101.49209741715022,1.0,1.0,2.0
8.0,100.0,53.82405918934049,101.63268259460742,1.0,1.0,2.0
8.0,101.0,55.34713179653902,101.61934847843557,1.0,1.0,2.0
8.0,102.0,55.05720647528152,102.07654717418556,1.0,1.0,2.0
8.0,103.0,53.73419074882156,100.01949579383256,1.0,1.0,2.0
8.0,104.0,55.61901318655321,101.39163440696409,1.0,1.0,2.0
8.0,105.0,53.31784821205519,102.87972121606194,1.0,1.0,2.0
8.0,106.0,53.09653195158344,104.55220661605786,1.0,1.0,2.0
8.0,107.0,52.609885078385126,107.3762999527736,1.0,1.0,2.0
8.0,108.0,52.5391805056308,108.0701782641655,1.0,1.0,2.0
8.0,109.0,51.61964012843997,108.31587090304551,1.0,1.0,2.0
8.0,110.0,53.6835213059008,105.88735266281225,1.0,1.0,2.0
8.0,111.0,54.99194398428625,106.75462166253217,1.0,1.0,2.0
8.0,112.0,55.28983427373617,107.50129376668981,1.0,1.0,2.0
8.0,113.0,53.09469057212259,107.3892081138523,1.0,1.0,2.0
8.0,114.0,55.480813197916895,108.37581356366643,1.0,1.0,2.0
8.0,115.0,54.065873736103505,108.23290780025907,1.0,1.0,2.0
8.0,116.0,55.45835351745718,110.14926519786906,1.0,1.0,2.0
8.0,117.0,55.38050920872761,110.15153156140894,1.0,1.0,2.0
8.0,118.0,55.395016550050144,110.30111762250625,1.0,1.0,2.0
8.0,119.0,53.85729650489703,110.62192358628256,1.0,1.0,2.0
8.0,120.0,53.11387477941581,114.07543356485334,1.0,1.0,2.0
8.0,121.0,50.96941580639482,112.8958605496891,1.0,1.0,2.0
8.0,122.0,48.480827385572965,108.98969031679715,1.0,1.0,2.0
8.0,123.0,48.478475914566154,109.3262450511011,1.0,1.0,2.0
8.0,124.0,48.24408298638966,112.72081719742445,1.0,1.0,2.0
8.0,125.0,46.38490346666963,112.67729219037724,1.0,1.0,2.0
8.0,126.0,44.98740020157723,113.14490877222259,1.0,1.0,2.0
8.0,127.0,44.94429269335726,113.6232295167875,1.0,1.0,2.0
8.0,128.0,47.02072421985991,111.5931205274973,1.0,1.0,2.0
8.0,129.0,44.31048921425031,111.66869397242763,1.0,1.0,2.0
8.0,130.0,42.25331913432924,113.69386259399352,1.0,1.0,2.0
8.0,131.0,43.11578540087138,115.08526634650032,1.0,1.0,2.0
8.0,132.0,43.29232072157129,112.74536831682752,1.0,1.0,2.0
8.0,133.0,45.54691128450931,110.57601496171034,1.0,1.0,2.0
8.0,134.0,46.26528164335096,111.36133282409179,1.0,1.0,2.0
8.0,135.0,44.88328764905845,112.11999672995098,1.0,1.0,2.0
8.0,136.0,44.710091681001785,110.6069135013683,1.0,1.0,2.0
8.0,137.0,44.60220148430737,110.20395767800636,1.0,1.0,2.0
8.0,138.0,44.6075815056056,111.684896945346,1.0,1.0,2.0
8.0,139.0,46.92647713347254,112.37513634570244,1.0,1.0,2.0
8.0,140.0,44.860539674604176,112.63844755077126,1.0,1.0,2.0
8.0,141.0,45.52404866106494,111.26426168238649,1.0,1.0,2.0
8.0,142.0,44.526774173511015,113.87747591095999,1.0,1.0,2.0
8.0,143.0,43.75113161070904,113.6309681569613,1.0,1.0,2.0
8.0,144.0,46.805814471461666,114.78912730936574,1.0,1.0,2.0
8.0,145.0,48.173910843925114,113.39492750021414,1.0,1.0,2.0
8.0,146.0,48.065096468071204,117.93909343041747,1.0,1.0,2.0
8.0,147.0,48.7814098472782,119.53366896963992,1.0,1.0,2.0
8.0,148.0,49.98541563019319,120.9495163217976,1.0,1.0,2.0
8.0,149.0,48.663829941389366,119.91435315800209,1.0,1.0,2.0
8.0,150.0,51.424216968198884,120.23015139844642,1.0,1.0,2.0
8.0,151.0,50.01680020463542,119.67189540189678,1.0,1.0,2.0
8.0,152.0,48.29167801386576,119.80200920865866,1.0,1.0,2.0
8.0,153.0,49.11853554778198,120.11234239934204,1.0,1.0,2.0
8.0,154.0,48.135522362580964,120.85748045883078,1.0,1.0,2.0
8.0,155.0,47.79114040858803,119.62707047664827,1.0,1.0,2.0
8.0,156.0,47.86394165804554,119.94354261905815,1.0,1.0,2.0
8.0,157.0,48.33081547329613,120.96671014060117,1.0,1.0,2.0
8.0,158.0,47.755852529125114,120.52992562282721,1.0,1.0,2.0
8.0,159.0,46.05435075553436,120.2279396325508,1.0,1.0,2.0
8.0,160.0,44.87073770429459,118.85812572731919,1.0,1.0,2.0
8.0,161.0,44.85498409418391,117.99658928059515,1.0,1.0,2.0
8.0,162.0,45.472582465365704,116.83325861884876,1.0,1.0,2.0
8.0,163.0,45.24161911956181,114.31687971955705,1.0,1.0,2.0
8.0,164.0,46.47852429691636,114.0655345347786,1.0,1.0,2.0
8.0,165.0,47.279980328210996,113.46311627284035,1.0,1.0,2.0
8.0,166.0,47.02658341538674,112.97448680888604,1.0,1.0,2.0
8.0,167.0,45.949558075620615,111.31891562031883,1.0,1.0,2.0
8.0,168.0,44.9087392998297,111.06281343898206,1.0,1.0,2.0
8.0,169.0,47.40131450449254,113.30776362349118,1.0,1.0,2.0
8.0,170.0,48.3704226510864,113.3145323187187,1.0,1.0,2.0
8.0,171.0,49.97768267265112,112.28725963746884,1.0,1.0,2.0
8.0,172.0,52.14390589787853,111.88172463808816,1.0,1.0,2.0
8.0,173.0,51.71231370404999,115.23335888800916,1.0,1.0,2.0
8.0,174.0,49.348631382260415,117.95840294733121,1.0,1.0,2.0
8.0,175.0,47.84223488718782,119.3069736790898,1.0,1.0,2.0
8.0,176.0,47.28076310064544,118.2990799195091,1.0,1.0,2.0
8.0,177.0,46.74735283481578,118.66681680251138,1.0,1.0,2.0
8.0,178.0,46.933238845904754,117.35915202310952,1.0,1.0,2.0
8.0,179.0,47.06783510071748,115.32030655043788,1.0,1.0,2.0
8.0,180.0,45.538494624456995,111.69372333071212,1.0,1.0,2.0
8.0,181.0,47.43829065377908,110.58741748129846,1.0,1.0,2.0
8.0,182.0,47.276476905405566,109.91492528720404,1.0,1.0,2.0
8.0,183.0,45.891847330607305,110.03729976007475,1.0,1.0,2.0
8.0,184.0,44.54590570998389,109.56423604662254,1.0,1.0,2.0
8.0,185.0,47.22448379501928,109.5109597461061,1.0,1.0,2.0
8.0,186.0,47.64945000489252,111.97489192366761,1.0,1.0,2.0
8.0,187.0,46.89913020233493,112.77737900881584,1.0,1.0,2.0
8.0,188.0,47.56975812222562,113.15530185139131,1.0,1.0,2.0
8.0,189.0,47.03570345721608,112.20129076357135,1.0,1.0,2.0
8.0,190.0,46.44016495956947,108.02640815816788,1.0,1.0,2.0
8.0,191.0,45.26076911951091,107.81371523074313,1.0,1.0,2.0
8.0,192.0,45.02689628701993,108.21546790590945,1.0,1.0,2.0
8.0,193.0,45.185761362773164,111.16630816153992,1.0,1.0,2.0
8.0,194.0,45.871048382596825,110.72509291508722,1.0,1.0,2.0
8.0,195.0,48.44549920810971,110.366685695163,1.0,1.0,2.0
8.0,196.0,49.58698961055111,110.93279715366116,1.0,1.0,2.0
8.0,197.0,48.794886849423804,108.93094664193828,1.0,1.0,2.0
8.0,198.0,48.323561246896716,108.15492519802268,1.0,1.0,2.0
8.0,199.0,49.589677899996566,107.22530315485375,1.0,1.0,2.0
